PromptID,Generation,Similarity,WordCount,Vocabulary
12,2,0.7481961,13,13
12,3,0.57054317,17,16
12,4,0.43583423,11,11
12,5,0.37784955,13,13
12,6,0.22003129,4,4
12,7,0.49345514,16,14
12,8,0.47543147,8,8
12,9,0.30326644,5,5
12,10,0.027298141,7,7
12,11,0.08280702,5,5
12,12,0.06259026,4,4
12,13,0.090473525,10,10
12,14,0.08120188,11,11
12,15,0.11984797,10,8
13,0,1.0,22,20
13,1,0.7809503,22,20
13,2,0.60928464,6,6
13,3,0.5516879,16,14
13,4,0.5408638,20,17
13,5,0.37903857,12,11
13,6,0.5446425,22,18
13,7,0.5392674,17,15
13,8,0.47531956,8,8
13,9,0.059034202,8,8
13,10,0.059197996,9,9
13,11,0.029928425,8,7
13,12,-0.020932179,8,8
13,13,-0.011339702,4,4
13,14,0.027109612,7,6
13,15,0.12948641,6,6
14,0,1.0,73,39
14,1,0.83078945,13,12
14,2,0.6348181,13,12
14,3,0.23055062,2,2
14,4,0.17088641,3,3
14,5,0.1305691,5,5
14,6,0.17728542,12,11
14,7,-0.0015670555,10,10
14,8,-0.001695022,7,7
14,9,0.061982524,24,18
14,10,0.0036581904,10,9
14,11,0.04396835,5,5
14,12,-0.018576603,10,10
14,13,-0.021797502,4,4
14,14,-0.06207606,12,11
14,15,-0.06203988,3,3
15,0,1.0000002,6,6
15,1,0.58947086,14,14
15,2,0.5473108,15,15
15,3,0.5603787,15,15
15,4,0.58947086,14,14
15,5,0.55753636,14,14
15,6,0.61862123,9,9
15,7,0.5739137,12,10
15,8,0.5124116,9,9
15,9,0.33232188,12,12
15,10,0.34761673,10,10
15,11,0.16019933,24,19
15,12,0.27483615,9,8
15,13,0.27483615,9,8
15,14,0.14171492,19,15
15,15,0.15660816,21,20
16,0,1.0000002,6,6
16,1,0.87515414,10,10
16,2,0.6221279,10,10
16,3,0.58237815,12,12
16,4,0.6888149,12,12
16,5,0.6888149,12,12
16,6,0.6888149,12,12
16,7,0.7383168,7,7
16,8,0.5308668,12,11
16,9,0.329466,11,11
16,10,0.22836205,14,13
16,11,0.07500011,11,10
16,12,0.13754795,10,9
16,13,0.08971706,13,11
16,14,0.049768753,10,10
16,15,-0.015984382,8,8
17,0,1.0,5,5
17,1,0.5206299,5,5
17,2,0.3601969,4,4
17,3,0.11914863,15,10
17,4,0.019936644,6,6
17,5,0.10873471,8,8
17,6,0.11781855,8,7
17,7,0.11859466,8,7
17,8,0.1357821,8,7
17,9,0.089160435,10,8
17,10,0.09644464,12,9
17,11,0.11527213,14,13
17,12,0.14245707,15,13
17,13,0.14152633,16,15
17,14,0.16629022,16,13
17,15,0.1499958,9,8
18,0,1.0,37,27
18,1,0.7198856,20,18
18,2,0.6122662,11,11
18,3,0.4681001,16,14
18,4,0.34138244,27,17
18,5,0.27924684,5,5
18,6,0.0052389055,11,10
18,7,0.28671026,2,2
18,8,0.09693832,18,15
18,9,0.023815978,1,1
18,10,0.0075443853,23,21
18,11,0.07751856,18,16
18,12,0.07297523,13,13
18,13,0.06048283,9,7
18,14,0.108773895,3,3
18,15,0.0095474785,18,14
19,0,1.0000001,11,10
19,1,0.54941857,12,10
19,2,0.30757576,6,6
19,3,0.10925312,4,4
19,4,0.23527399,8,7
19,5,0.2520411,3,3
19,6,0.28561276,7,7
19,7,0.14269713,14,14
19,8,0.10624079,12,11
19,9,0.076877356,13,13
19,10,0.18919761,8,8
19,11,0.18272325,6,5
19,12,0.18462865,9,8
19,13,0.15699877,6,5
19,14,0.14653397,13,7
19,15,0.091518365,13,12
20,0,1.0000001,70,41
20,1,0.66924196,51,23
20,2,0.69325984,44,22
20,3,0.69321907,43,22
20,4,0.6917379,42,21
20,5,0.6917379,42,21
20,6,0.6917379,42,21
20,7,0.6917379,42,21
20,8,0.6917379,42,21
20,9,0.68782544,40,21
20,10,0.69404554,40,21
20,11,0.69404554,40,21
20,12,0.69404554,40,21
20,13,0.6945187,41,22
20,14,0.6945187,41,22
20,15,0.6945187,41,22
21,0,1.0000001,47,36
21,1,0.5525689,5,5
21,2,0.0844611,20,18
21,3,0.164437,6,6
21,4,0.07825479,3,3
21,5,0.01600048,2,2
21,6,0.09159797,3,3
21,7,0.05087696,6,6
21,8,0.046710346,5,5
21,9,-0.08376899,2,2
21,10,-0.0007142667,2,2
21,11,0.009694249,3,3
21,12,-0.044887368,3,3
21,13,0.013356521,3,3
21,14,0.038863044,3,3
21,15,0.29857996,2,2
22,0,1.0000002,8,8
22,1,0.52781653,11,10
22,2,0.58670616,6,6
22,3,0.57509327,10,9
22,4,0.20600197,10,6
22,5,0.19247928,7,7
22,6,0.056660134,6,6
22,7,0.28032243,12,9
22,8,0.12541455,6,6
22,9,0.15005805,3,3
22,10,0.33719233,5,5
22,11,0.3141121,4,4
22,12,0.43673205,7,7
22,13,0.06754872,20,15
22,14,-0.010399053,10,10
22,15,0.10680801,12,11
23,0,1.0,8,8
23,1,0.67698133,11,11
23,2,0.6769819,12,12
23,3,0.6180221,13,13
23,4,0.61424637,12,12
23,5,0.5779588,13,10
23,6,0.30537546,8,7
23,7,0.24480169,8,7
23,8,0.21578187,9,8
23,9,0.12155688,10,9
23,10,0.13167894,10,10
23,11,0.29065952,6,6
23,12,0.13527012,16,15
23,13,0.14433159,3,3
23,14,-0.026269503,7,7
23,15,-0.026269503,7,7
24,0,1.0000001,88,41
24,1,0.4850136,12,12
24,2,0.05344954,7,7
24,3,0.07296146,2,2
24,4,0.036158334,6,6
24,5,0.026047092,8,7
24,6,0.0022754213,7,7
24,7,0.0022754213,7,7
24,8,0.07252447,4,4
24,9,-0.040922746,5,5
24,10,-0.11144811,8,8
24,11,-0.11144811,8,8
24,12,0.0068532545,9,9
24,13,0.052075792,15,15
24,14,-0.0037414748,9,8
24,15,0.11090617,4,4
25,0,1.0,7,7
25,1,0.4806014,10,10
25,2,0.41973332,8,8
25,3,0.31444335,8,8
25,4,0.30746976,11,9
25,5,0.222419,29,24
25,6,0.2683041,45,25
25,7,0.16981965,5,5
25,8,0.14979818,12,12
25,9,0.1607102,5,5
25,10,0.12054211,9,9
25,11,0.1319035,10,10
25,12,0.17460823,13,13
25,13,0.020979125,6,6
25,14,-0.002634022,9,9
25,15,-0.06535773,10,10
26,0,1.0000001,46,22
26,1,0.7283592,18,15
26,2,0.31587073,20,17
26,3,0.47719014,15,14
26,4,0.37592146,14,13
26,5,0.14206019,7,7
26,6,-0.0034367442,19,17
26,7,0.011249825,8,8
26,8,-0.027448406,16,15
26,9,-0.045234866,4,4
26,10,-0.13023373,17,15
26,11,-0.06456111,13,12
26,12,-0.019143283,9,8
26,13,-0.036951136,19,15
26,14,-0.06397301,10,10
26,15,-0.017950011,12,11
27,0,1.0000001,86,50
27,1,0.62230015,16,15
27,2,0.36604494,19,18
27,3,0.36844298,18,16
27,4,0.20244937,16,16
27,5,0.07164733,8,8
27,6,0.04925459,7,7
27,7,0.025043616,7,7
27,8,0.025043616,7,7
27,9,-0.054277353,6,5
27,10,-0.044427328,7,7
27,11,-0.02810636,8,8
27,12,-0.038523313,6,6
27,13,-0.028051374,9,8
27,14,-0.02321289,5,5
27,15,-0.021449883,15,14
28,0,1.0,4,4
28,1,0.62609553,9,8
28,2,0.6595621,32,24
28,3,0.6138681,13,11
28,4,0.6555035,4,4
28,5,0.08600801,4,4
28,6,0.21132493,13,11
28,7,0.08552432,12,11
28,8,-0.0031722784,16,12
28,9,0.036174584,18,13
28,10,-0.007446315,8,8
28,11,-0.022524685,12,11
28,12,0.037995197,15,14
28,13,0.07373077,14,12
28,14,0.094803356,10,8
28,15,0.050420217,5,5
29,0,1.0,12,12
29,1,0.863091,6,6
29,2,0.6707715,6,5
29,3,0.80139494,10,10
29,4,0.5735729,15,13
29,5,0.5735729,15,13
29,6,0.63040733,9,9
29,7,0.65359503,9,8
29,8,0.06011629,0,0
29,9,0.033062473,9,9
29,10,0.024754541,6,5
29,11,-0.02791841,4,4
29,12,-0.043677565,6,6
29,13,0.12866773,19,15
29,14,0.08086268,8,8
29,15,0.018336562,6,6
30,0,1.0,3,3
30,1,0.5853188,11,11
30,2,0.5757621,5,5
30,3,0.4136148,5,5
30,4,0.22767434,5,5
30,5,0.3308005,15,14
30,6,0.33268005,15,15
30,7,0.4534814,12,11
30,8,0.3054219,8,8
30,9,0.30975515,8,8
30,10,-0.016922172,6,6
30,11,-0.049353994,11,10
30,12,0.034346245,9,8
30,13,0.047204852,12,12
30,14,0.12344058,14,13
30,15,-0.0120312385,12,11
31,0,1.0,25,20
31,1,0.66106105,12,11
31,2,0.47477466,16,13
31,3,0.12633908,7,7
31,4,0.02109287,3,3
31,5,0.038587548,8,7
31,6,-0.010401182,10,9
31,7,0.007331513,10,9
31,8,-0.013752529,9,9
31,9,0.038287267,14,13
31,10,0.021564769,12,11
31,11,-0.010188821,8,8
31,12,0.02046455,27,26
31,13,-0.08373743,5,5
31,14,-0.017499566,11,10
31,15,0.059303347,13,10
32,0,0.99999994,77,44
32,1,0.57436925,10,10
32,2,0.3628473,9,8
32,3,0.39362308,10,10
32,4,0.19841209,6,6
32,5,0.16510475,16,12
32,6,0.068733506,17,17
32,7,0.0943591,7,7
32,8,0.089465246,8,8
32,9,0.08068262,6,6
32,10,0.1217165,13,9
32,11,0.20530435,11,8
32,12,0.13797128,5,5
32,13,0.13601953,7,7
32,14,0.034677655,9,9
32,15,0.02473424,4,4
33,0,1.0,4,4
33,1,0.26656154,4,4
33,2,0.14795598,5,5
33,3,0.14795598,5,5
33,4,0.104484804,3,3
33,5,0.25865173,7,7
33,6,0.09337987,14,14
33,7,0.14592259,8,8
33,8,0.11565564,7,7
33,9,0.1435445,9,8
33,10,0.14007497,9,9
33,11,0.12606695,5,5
33,12,0.1489312,4,4
33,13,0.1489282,5,5
33,14,0.010469861,4,4
33,15,0.2681874,4,4
34,0,1.0000002,8,8
34,1,0.62212557,6,6
34,2,0.35096395,7,7
34,3,0.4878435,6,6
34,4,0.46371078,6,6
34,5,0.3784641,7,7
34,6,0.27929506,6,6
34,7,0.109374404,1,1
34,8,0.0158603,8,8
34,9,0.0014602095,4,4
34,10,0.04754349,8,7
34,11,-0.014920708,9,8
34,12,0.08044551,6,6
34,13,0.08076058,3,3
34,14,0.06345292,10,10
34,15,0.017989565,8,8
35,0,1.0,14,13
35,1,0.6143207,18,15
35,2,0.6143207,18,15
35,3,0.6847671,15,13
35,4,0.6771853,14,13
35,5,0.26389357,11,11
35,6,0.2757362,6,6
35,7,0.09727967,5,5
35,8,0.10693228,7,7
35,9,0.09508768,10,9
35,10,0.18036349,8,8
35,11,0.17252381,8,8
35,12,0.18397132,8,8
35,13,0.085329026,6,6
35,14,0.05922531,17,16
35,15,0.04490439,28,20
36,0,1.0,9,9
36,1,0.5323155,6,6
36,2,0.25168413,4,4
36,3,0.13067612,9,8
36,4,0.21224585,8,8
36,5,0.31939486,5,5
36,6,0.24420577,14,12
36,7,0.27441698,10,10
36,8,0.32524168,8,8
36,9,0.20124036,7,7
36,10,0.09041551,16,16
36,11,0.095347,15,15
36,12,0.10468863,16,15
36,13,0.11016157,9,9
36,14,0.15267126,11,11
36,15,0.10684553,8,7
37,0,1.0000002,10,10
37,1,0.67503643,18,16
37,2,0.34857905,11,11
37,3,0.26915482,7,6
37,4,0.07754937,6,5
37,5,0.06617623,6,6
37,6,0.055882655,7,6
37,7,0.029692702,21,17
37,8,0.023598645,21,16
37,9,0.0367172,9,9
37,10,0.005761264,6,5
37,11,0.019967802,9,7
37,12,-0.014072072,9,7
37,13,0.052074082,3,3
37,14,-0.028935716,9,9
37,15,0.054683596,6,6
38,0,1.0,9,9
38,1,0.4243676,10,10
38,2,0.2736203,12,11
38,3,0.15021977,6,6
38,4,0.14219552,5,5
38,5,0.15912715,3,3
38,6,0.055440042,8,8
38,7,0.09229261,6,5
38,8,0.12554358,14,13
38,9,0.1579869,8,8
38,10,0.14768001,14,14
38,11,0.08904597,10,10
38,12,0.1385209,13,11
38,13,0.124725506,15,15
38,14,0.08173459,21,17
38,15,0.069709495,6,6
39,0,1.0,7,7
39,1,0.68866754,10,9
39,2,0.30119848,10,10
39,3,0.08102411,12,12
39,4,0.22990516,7,7
39,5,0.26884788,13,12
39,6,0.21163537,4,4
39,7,0.074824534,44,28
39,8,0.103962034,3,3
39,9,0.087872885,9,9
39,10,0.11194473,8,8
39,11,0.08592683,14,13
39,12,0.22490495,12,11
39,13,0.27348623,11,10
39,14,0.13945588,14,13
39,15,0.040547512,25,19
40,0,1.0,28,22
40,1,0.63276184,10,10
40,2,0.538656,19,16
40,3,0.41229498,9,9
40,4,0.20481306,3,3
40,5,0.17317897,8,8
40,6,0.16360123,7,7
40,7,0.118491024,10,10
40,8,0.025659345,12,10
40,9,-0.0021232627,10,10
40,10,0.019161321,7,7
40,11,0.08297309,6,6
40,12,0.14816108,5,5
40,13,-0.0864086,5,5
40,14,-0.080987975,7,7
40,15,-0.028126217,8,8
41,0,1.0000001,20,12
41,1,0.8452483,8,7
41,2,0.52288103,15,13
41,3,0.036053803,8,8
41,4,0.19915098,11,11
41,5,0.29117945,5,5
41,6,0.11981306,7,7
41,7,0.14420685,4,4
41,8,0.1719952,12,11
41,9,0.2671873,12,11
41,10,0.15769307,5,4
41,11,0.23508418,7,7
41,12,0.14797537,37,29
41,13,0.015269016,6,6
41,14,0.17940786,11,10
41,15,0.10868597,16,15
42,0,1.0,7,7
42,1,0.9396906,6,6
42,2,0.4682512,14,12
42,3,0.041875906,7,7
42,4,0.017595068,5,5
42,5,0.23635262,3,3
42,6,0.07834534,1,1
42,7,0.0606728,1,1
42,8,0.059497394,2,2
42,9,0.13779971,2,2
42,10,0.024699576,2,2
42,11,0.30446988,6,6
42,12,0.40807712,1,1
42,13,0.49205098,8,6
42,14,0.48101106,3,3
42,15,0.43312886,2,2
43,0,1.0,11,11
43,1,0.22414619,5,5
43,2,0.074308574,5,5
43,3,0.16588542,5,5
43,4,0.22414103,9,9
43,5,0.11727941,6,6
43,6,0.19637656,7,7
43,7,0.0450079,6,6
43,8,0.07075699,8,8
43,9,0.026213339,11,11
43,10,0.035431262,2,2
43,11,-0.09339389,6,6
43,12,-0.013073228,1,1
43,13,0.20851937,7,7
43,14,0.010473408,15,13
43,15,-0.05444063,11,11
44,0,0.9999999,17,16
44,1,0.24762174,2,2
44,2,0.13819566,3,3
44,3,0.051482387,10,9
44,4,0.07644598,13,11
44,5,0.119505726,6,6
44,6,0.05490102,18,16
44,7,0.056900278,16,14
44,8,0.06176048,6,5
44,9,0.03452574,6,6
44,10,0.03326024,10,8
44,11,0.055313207,4,4
44,12,0.08576798,4,4
44,13,0.07187622,9,7
44,14,-0.051344313,9,8
44,15,-0.01359283,13,11
45,0,1.0000001,92,15
45,1,0.8667154,14,8
45,2,0.84905607,13,9
45,3,0.8581394,14,9
45,4,0.8581394,14,9
45,5,0.8581394,14,9
45,6,0.50327516,7,6
45,7,0.4901461,5,5
45,8,0.37264574,8,8
45,9,0.30885392,8,8
45,10,0.38078228,8,8
45,11,0.098013654,9,8
45,12,-0.129773,8,8
45,13,-0.07355342,8,8
45,14,-0.006321417,15,10
45,15,-0.04813753,9,7
46,0,1.0,38,34
46,1,0.6753519,13,12
46,2,0.64881194,13,12
46,3,0.3620527,18,11
46,4,0.35210833,18,11
46,5,0.37721956,16,14
46,6,0.28341275,2,2
46,7,0.026117623,6,6
46,8,0.06891078,11,10
46,9,-0.011922047,10,8
46,10,0.027115798,10,9
46,11,0.032504838,11,10
46,12,0.04111276,13,13
46,13,-0.05190996,10,10
46,14,-0.01031719,11,10
46,15,-0.011505513,6,5
47,0,1.0000002,13,13
47,1,0.63585407,13,12
47,2,0.37031004,13,13
47,3,0.03732792,4,4
47,4,0.10521154,6,6
47,5,0.03559809,4,4
47,6,0.19860464,4,4
47,7,0.068375155,7,7
47,8,0.2472225,10,9
47,9,0.2472225,10,9
47,10,0.2472225,10,9
47,11,0.21848164,15,12
47,12,0.20657414,5,5
47,13,0.07048712,5,5
47,14,0.041139737,5,5
47,15,0.041139737,5,5
48,0,0.9999999,35,24
48,1,0.7146008,18,14
48,2,0.387847,8,7
48,3,-0.06146889,10,10
48,4,0.07572853,10,10
48,5,-0.08648277,9,9
48,6,-0.12687126,8,8
48,7,0.021487072,7,7
48,8,0.21586627,9,8
48,9,-0.010769532,10,10
48,10,-0.025749702,23,20
48,11,-0.065947756,10,10
48,12,-0.0053101815,12,11
48,13,0.059919238,11,9
48,14,0.123372324,11,10
48,15,0.039482936,8,7
49,0,0.9999998,11,8
49,1,0.9683584,10,8
49,2,0.79095554,10,8
49,3,0.6414483,14,14
49,4,0.3722726,10,10
49,5,0.17689317,5,5
49,6,0.19736464,6,6
49,7,0.14908457,12,10
49,8,0.16551954,11,11
49,9,0.056151874,6,6
49,10,0.2023424,10,10
49,11,0.27048033,10,8
49,12,0.28325975,9,8
49,13,0.19025254,11,11
49,14,0.28495675,12,12
49,15,0.2234176,19,16
50,0,1.0000001,29,27
50,1,0.4816547,13,11
50,2,0.42430156,5,5
50,3,0.50746644,6,6
50,4,0.31612134,12,12
50,5,0.1935862,9,8
50,6,0.18618271,6,6
50,7,0.09011361,4,4
50,8,0.07217592,14,12
50,9,0.03355516,3,3
50,10,0.017440218,7,6
50,11,-0.03426843,7,7
50,12,-0.016003141,10,8
50,13,-0.016331078,4,4
50,14,-0.009889099,11,10
50,15,-0.035030402,8,8
51,0,1.0,39,26
51,1,0.54607785,5,5
51,2,0.025992129,0,0
51,3,0.058973923,12,8
51,4,0.072810255,11,10
51,5,0.04436278,11,11
51,6,0.08053354,12,11
51,7,0.063968055,8,8
51,8,0.09383054,30,23
51,9,0.03675711,10,10
51,10,0.041000232,4,4
51,11,0.055683278,5,5
51,12,0.04587555,6,6
51,13,0.011607464,6,6
51,14,-0.00010119751,6,5
51,15,0.07902223,5,5
52,0,1.0000001,14,13
52,1,0.88130873,11,11
52,2,0.352004,5,5
52,3,0.27404678,5,5
52,4,0.082407415,4,4
52,5,0.24155323,4,4
52,6,0.0801005,7,7
52,7,0.14391257,11,11
52,8,-0.0012343079,9,7
52,9,-0.008266646,6,6
52,10,0.10378464,7,7
52,11,0.046968102,8,8
52,12,0.012457887,6,6
52,13,0.09407743,8,7
52,14,0.08117687,4,3
52,15,0.08624831,12,11
53,0,1.0,29,26
53,1,0.60255605,14,14
53,2,0.47793645,13,11
53,3,0.37252387,16,13
53,4,0.36383712,6,6
53,5,0.3979416,9,9
53,6,0.35231712,6,6
53,7,0.18850857,10,7
53,8,0.17359948,9,7
53,9,0.26682496,20,18
53,10,0.10841097,13,12
53,11,-0.027292892,12,10
53,12,0.03659286,11,11
53,13,0.03659286,11,11
53,14,0.1825554,19,17
53,15,0.059821367,15,13
54,0,1.0,13,13
54,1,0.5916263,14,14
54,2,0.6095071,11,11
54,3,0.4431006,13,13
54,4,0.42379713,8,8
54,5,0.4380334,9,9
54,6,0.142337,10,10
54,7,0.12547375,12,12
54,8,0.0033478346,9,9
54,9,-0.0075662173,9,9
54,10,-0.01225987,4,4
54,11,0.005280843,17,15
54,12,-0.008262724,15,12
54,13,0.00256362,14,12
54,14,0.062437233,18,16
54,15,0.14643435,2,2
55,0,1.0000002,79,48
55,1,0.88722,42,28
55,2,0.88687074,42,28
55,3,0.88722,42,28
55,4,0.85292816,32,24
55,5,0.37499005,12,11
55,6,0.39717776,13,9
55,7,0.220173,6,6
55,8,0.23822801,6,6
55,9,0.25187698,6,6
55,10,0.22915646,6,6
55,11,0.24457476,7,7
55,12,0.0116055645,10,10
55,13,0.05245901,16,15
55,14,0.06734297,18,16
55,15,0.06189937,8,8
56,0,1.0,21,20
56,1,0.16018051,16,15
56,2,0.16035888,8,8
56,3,0.31566268,20,17
56,4,0.32173717,16,14
56,5,0.09170661,15,14
56,6,0.3263728,8,8
56,7,0.18632391,13,12
56,8,0.10602308,13,12
56,9,0.19043371,12,11
56,10,0.31088135,8,8
56,11,0.30310303,11,8
56,12,0.31430125,9,8
56,13,0.25454444,9,9
56,14,0.14685869,5,5
56,15,0.32358345,7,7
57,0,1.0,8,8
57,1,0.32051343,16,13
57,2,0.2935654,11,11
57,3,0.2686773,9,9
57,4,0.27395484,7,7
57,5,0.21061328,3,3
57,6,0.37697327,8,8
57,7,0.30343938,12,11
57,8,0.07749654,13,11
57,9,-0.0053342273,10,10
57,10,0.16790394,9,9
57,11,0.17008212,11,11
57,12,0.1436789,14,14
57,13,0.10448909,12,9
57,14,0.32589638,7,7
57,15,0.19464958,5,5
58,0,1.0000002,10,10
58,1,0.21351969,2,2
58,2,0.14510041,6,6
58,3,0.070525676,2,2
58,4,0.043186918,9,8
58,5,0.080184124,8,8
58,6,0.04386479,4,4
58,7,-0.014954767,11,11
58,8,0.03226048,10,10
58,9,0.04472761,9,9
58,10,-0.021290138,13,12
58,11,-0.06518807,9,8
58,12,-0.097266,14,11
58,13,-0.038611576,6,6
58,14,-0.013413595,6,6
58,15,-0.07488421,16,16
59,0,0.9999999,34,15
59,1,0.7755245,12,7
59,2,0.58296764,6,6
59,3,0.5682894,11,10
59,4,0.044866063,27,20
59,5,0.036366068,16,14
59,6,0.15035479,21,15
59,7,-0.031692773,4,4
59,8,0.055390768,14,14
59,9,0.017045408,3,3
59,10,0.051386833,11,11
59,11,0.0033680638,19,19
59,12,-0.007255515,13,13
59,13,0.0063618068,3,3
59,14,-0.0878018,22,18
59,15,0.044583138,13,12
60,0,1.0000001,81,46
60,1,0.2871927,2,2
60,2,-0.059389677,4,4
60,3,-0.023061235,4,4
60,4,-0.046041064,4,4
60,5,-0.14197257,6,6
60,6,0.057452578,5,5
60,7,0.1140482,4,4
60,8,0.10667738,8,8
60,9,0.10667738,8,8
60,10,-0.018268365,10,10
60,11,0.009532722,8,8
60,12,-0.026165066,11,11
60,13,-0.0071060956,9,8
60,14,0.059889898,6,5
60,15,0.18253864,6,6
61,0,1.0000001,5,5
61,1,0.64830816,10,10
61,2,0.020325042,3,3
61,3,-0.030852899,14,12
61,4,0.0077283652,5,5
61,5,0.20280361,3,3
61,6,0.17312492,10,9
61,7,0.14220801,7,6
61,8,0.08404327,7,7
61,9,-0.016172513,7,7
61,10,0.002508794,6,6
61,11,-0.042974666,11,10
61,12,0.09660739,9,9
61,13,0.025541704,10,9
